danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Position,Genres,Artist_Name,Date
0.57,0.684,6,-7.054,1,0.0465,0.136,0.0,0.205,0.531,89.012,213183,4,76,australian country**australian pop**contemporary country,Morgan Evans,7/9/18
0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,4,86,contemporary country**country**country road,Luke Bryan,7/9/18
0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4,93,contemporary country**country**country road,Old Dominion,7/9/18
0.353,0.753,1,-6.277,0,0.74,0.0833,0.0,0.383,0.432,191.142,193627,4,99,canadian contemporary r&b**canadian pop**dance pop**electropop**pop**post-teen pop,Alessia Cara,7/9/18
0.884,0.579,2,-6.847,1,0.299,0.064,2.38e-06,0.182,0.313,144.973,176630,4,53,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,7/16/18
0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4,60,modern rock**rock,Twenty One Pilots,7/16/18
0.875,0.644,1,-6.554,1,0.222,0.267,0.0,0.125,0.788,139.086,240682,4,65,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,7/16/18
0.903,0.503,11,-9.188,0,0.335,0.0744,2.09e-05,0.125,0.203,125.0,181894,4,71,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,7/16/18
0.851,0.702,1,-4.172,1,0.268,0.0854,0.0,0.374,0.179,126.94,215839,4,73,hip hop**philly rap**pop rap**rap**southern hip hop**trap,Meek Mill,7/16/18
0.868,0.548,1,-7.864,1,0.171,0.233,2.67e-06,0.181,0.557,139.999,204311,4,76,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,7/16/18
0.734,0.493,0,-7.528,1,0.308,0.0467,0.0,0.0477,0.562,86.043,233750,4,79,hip hop**philly rap**pop rap**rap**southern hip hop**trap,Meek Mill,7/16/18
0.933,0.488,1,-9.327,0,0.149,0.0106,0.00107,0.0958,0.21,142.064,175775,4,83,emo rap**miami hip hop**rap**social media pop**trap**vapor trap,Lil Pump,7/16/18
0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760,4,88,big room**brostep**dance pop**dutch edm**edm**house**pop**pop dance**slap house**trance**tropical house,Tiesto,7/16/18
0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4,11,dance pop**pop,Ariana Grande,7/23/18
0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,213600,4,44,atl hip hop**hip hop**pop**pop rap**rap,Childish Gambino,7/23/18
0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693,4,53,ccm**christian alternative rock**christian music**worship,Lauren Daigle,7/23/18
0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4,56,electropop**pop**pop rap,benny blanco,7/23/18
0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4,68,chicago rap**melodic rap,Juice WRLD,7/23/18
0.711,0.796,10,-5.87,1,0.0341,0.0716,0.0045,0.262,0.901,109.991,208733,4,71,contemporary country**country**country road**modern country rock,Eric Church,7/23/18
0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743,4,72,dance pop**hip hop**pittsburgh rap**pop rap**rap**southern hip hop**trap,Wiz Khalifa,7/23/18
0.916,0.493,1,-7.371,0,0.162,0.12,2.63e-06,0.211,0.327,140.057,195591,4,73,dance pop**hip hop**pittsburgh rap**pop rap**rap**southern hip hop**trap,Wiz Khalifa,7/23/18
0.728,0.602,9,-7.748,0,0.185,0.0699,7.01e-06,0.318,0.328,140.081,225040,4,79,modern rock**rock,Twenty One Pilots,7/23/18
0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,4,84,indie poptimism**modern alternative rock**modern rock**pop rock**rock,lovelytheband,7/23/18
0.597,0.721,9,-6.422,1,0.0356,0.0362,0.0,0.0832,0.437,132.054,149293,4,85,contemporary country**country**country road**modern country rock,Dylan Scott,7/23/18
0.709,0.264,1,-17.696,0,0.186,0.268,0.0,0.24,0.341,133.858,219437,4,87,pop r&b,TK Kravitz,7/23/18
0.817,0.646,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898,213080,4,90,indie pop rap**oakland hip hop**pop**pop rap**rap,G-Eazy,7/23/18
0.685,0.508,0,-6.4,1,0.0987,0.193,0.0,0.139,0.315,99.063,217287,4,94,edm**pop**pop dance**tropical house,Kygo,7/23/18
0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,4,4,emo rap**rap,6ix9ine,7/30/18
0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4,37,modern rock**pop**rock,Imagine Dragons,7/30/18
0.514,0.693,9,-5.868,1,0.408,0.177,0.0,0.351,0.287,110.568,240640,3,60,chicago rap**conscious hip hop**hip hop**pop rap**rap,Chance the Rapper,7/30/18
0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,204150,4,77,dance pop**hip pop**pop**post-teen pop**r&b**urban contemporary,Ciara,7/30/18
0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4,81,canadian contemporary r&b**pop**r&b,Daniel Caesar,7/30/18
0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,90,israeli pop,Dennis Lloyd,7/30/18
0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,93,art pop**electropop**pop,Billie Eilish,7/30/18
0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,4,97,hip hop**pop rap**rap,NF,7/30/18
0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,5,5,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,8/6/18
0.546,0.871,10,-5.81,1,0.148,0.139,8.28e-05,0.104,0.303,189.723,198107,4,80,conscious hip hop**dmv rap**hip hop**pop rap**rap,Logic,8/6/18
0.669,0.711,8,-6.758,1,0.033,0.00217,0.0,0.466,0.544,110.01,172747,4,87,dance pop**edm**electropop**pop**pop dance**tropical house,The Chainsmokers,8/6/18
0.803,0.648,4,-9.185,0,0.198,0.0288,0.0,0.0904,0.538,131.923,219552,4,92,dfw rap**gangster rap**hip hop**houston rap**pop rap**rap**southern hip hop**trap,Yella Beezy,8/6/18
0.843,0.546,8,-7.714,1,0.464,0.0195,0.0,0.374,0.427,159.104,215533,4,99,cali rap**gangster rap**hip hop**pop rap**rap**southern hip hop**trap,YG,8/6/18
0.499,0.797,2,-3.77,1,0.0554,0.199,0.0,0.0933,0.408,176.024,211768,4,100,contemporary country**heartland rock,Mitchell Tenpenny,8/6/18
0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4,4,rap**slap house,Travis Scott,8/13/18
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4,8,rap**slap house,Travis Scott,8/13/18
0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,180183,5,24,rap**slap house,Travis Scott,8/13/18
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,25,rap**slap house,Travis Scott,8/13/18
0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,185610,4,26,rap**slap house,Travis Scott,8/13/18
0.588,0.567,4,-3.738,0,0.0628,0.221,0.0,0.135,0.113,150.009,338438,4,27,rap**slap house,Travis Scott,8/13/18
0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4,30,rap**slap house,Travis Scott,8/13/18
0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,218284,4,31,rap**slap house,Travis Scott,8/13/18
0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4,36,rap**slap house,Travis Scott,8/13/18
0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,156886,4,41,rap**slap house,Travis Scott,8/13/18
0.834,0.731,10,-5.603,0,0.0566,0.0462,0.0,0.0731,0.681,140.001,176720,4,43,rap**slap house,Travis Scott,8/13/18
0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,145588,4,47,rap**slap house,Travis Scott,8/13/18
0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,142969,4,48,rap**slap house,Travis Scott,8/13/18
0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,217828,4,53,rap**slap house,Travis Scott,8/13/18
0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000,4,60,dance pop**electropop**pop,Bazzi,8/13/18
0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,209116,4,68,rap**slap house,Travis Scott,8/13/18
0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,213993,4,79,dance pop**pop**pop r&b**pop rap**r&b**uk contemporary r&b**urban contemporary,Ella Mai,8/13/18
0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4,87,chicago rap**melodic rap,Juice WRLD,8/13/18
0.85,0.787,8,-4.134,0,0.338,0.313,0.0,0.194,0.7,87.983,279867,4,18,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,8/20/18
0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4,46,melodic rap**rap**trap,Trippie Redd,8/20/18
0.81,0.73,11,-5.209,0,0.223,0.314,0.0,0.105,0.568,157.004,295653,4,58,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,8/20/18
0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,169620,4,72,atl hip hop**hip hop**melodic rap**pop rap**rap**southern hip hop**trap,Quavo,8/20/18
0.705,0.816,10,-7.046,0,0.32,0.0805,0.0,0.476,0.929,94.211,138872,4,87,conscious hip hop**hip hop**north carolina hip hop**rap,J. Cole,8/20/18
0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,226107,4,90,acoustic pop**neo mellow**pop**pop rock,Jason Mraz,8/20/18
0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4,91,pop**pop rap,Bryce Vine,8/20/18
0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4,95,contemporary country**country,Luke Combs,8/20/18
0.77,0.715,1,-5.92,1,0.045,0.0373,0.0018,0.0959,0.468,150.027,198280,4,98,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,8/20/18
0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4,22,dance pop**pop,Ariana Grande,8/27/18
0.721,0.459,4,-6.408,1,0.032,0.248,0.0,0.212,0.46,119.914,208493,4,55,dance pop**pop,Ariana Grande,8/27/18
0.71,0.614,10,-6.757,0,0.0431,0.186,0.0,0.0974,0.658,148.152,172107,4,62,dance pop**pop,Ariana Grande,8/27/18
0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4,63,brostep**edm**pop**pop dance**progressive electro house,Marshmello,8/27/18
0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,65,dance pop**edm**electro house**house**pop**pop rap**progressive house**uk dance,Calvin Harris,8/27/18
0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667,4,72,dance pop**pop,Ariana Grande,8/27/18
0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,4,77,contemporary country**country**country road**modern country rock,Russell Dickerson,8/27/18
0.938,0.5,4,-10.08,0,0.144,0.00183,0.0,0.077,0.462,140.011,201707,4,78,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/18
0.708,0.454,1,-7.07,1,0.0395,0.0217,0.0,0.073,0.24,110.963,189507,4,87,dance pop**pop,Ariana Grande,8/27/18
0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,73813,4,99,dance pop**pop,Ariana Grande,8/27/18
0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,222732,4,11,k-pop**k-pop boy group,BTS,9/3/18
0.722,0.88,4,-3.989,0,0.24,0.21,0.0,0.324,0.79,92.024,200170,4,69,baton rouge rap**trap,YoungBoy Never Broke Again,9/3/18
0.653,0.859,0,-3.048,1,0.0449,0.212,0.0,0.111,0.706,174.038,218387,4,72,latin**puerto rican pop**reggaeton**trap latino,Ozuna,9/3/18
0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,82,rap**trap**underground hip hop**vapor trap,Sheck Wes,9/3/18
0.485,0.306,0,-8.431,1,0.0409,0.794,0.0,0.122,0.224,203.729,207267,4,86,contemporary country**country**country road**modern country rock,Chris Janson,9/3/18
0.732,0.878,1,-3.253,1,0.13,0.0984,0.0,0.103,0.653,121.993,192797,4,87,dance pop**pop**viral pop,Charlie Puth,9/3/18
0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,3,90,complextro**dance pop**edm**electro house**electropop**german techno**pop**pop dance**tropical house,Zedd,9/3/18
0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4,6,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.939,0.551,1,-9.126,1,0.291,0.0311,0.0,0.192,0.42,118.552,337941,4,8,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.83,0.546,1,-5.716,1,0.295,0.227,0.0,0.112,0.535,182.973,262494,4,12,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.78,0.808,2,-5.175,1,0.484,0.112,0.0,0.329,0.642,79.982,216029,4,16,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.809,0.737,1,-5.186,1,0.108,0.0441,0.0,0.341,0.367,80.025,226938,4,23,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.904,0.756,10,-3.746,1,0.32,0.0692,0.0,0.339,0.342,140.005,288087,4,24,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.286,102.063,217822,4,30,emo rap**rap,6ix9ine,9/10/18
0.907,0.64,6,-6.542,1,0.354,0.261,0.0,0.0785,0.803,120.995,222477,4,39,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.616,0.684,7,-6.032,1,0.311,0.0305,0.0,0.376,0.312,179.503,309638,4,42,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,269554,4,49,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,297404,4,54,atl hip hop**hip hop**pop**pop rap**rap,Childish Gambino,9/10/18
0.65,0.639,8,-5.962,1,0.458,0.0942,0.0,0.135,0.563,139.226,150802,4,65,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.696,0.634,9,-6.918,0,0.281,0.244,0.0,0.437,0.728,89.973,142192,4,67,detroit hip hop**hip hop**rap,Eminem,9/10/18
0.434,0.831,8,-4.774,1,0.0453,0.0651,0.0,0.119,0.596,156.034,185440,4,97,contemporary country**country**country road**modern country rock,Chris Young,9/10/18
0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,4,6,chicago rap**rap,Kanye West,9/17/18
0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,286117,4,13,ohio hip hop,Machine Gun Kelly,9/17/18
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4,33,hip hop**pittsburgh rap**rap,Mac Miller,9/17/18
0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4,70,hip hop**pittsburgh rap**rap,Mac Miller,9/17/18
0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4,91,hip hop**pittsburgh rap**rap,Mac Miller,9/17/18
0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,176133,4,94,latin**puerto rican pop**reggaeton**trap latino,Ozuna,9/17/18
0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4,96,edm,Silk City,9/17/18
0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,253580,4,3,detroit hip hop**hip hop**rap,Eminem,9/24/18
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4,28,atl hip hop**atl trap**rap**trap,Lil Baby,9/24/18
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4,30,atl hip hop**dirty south rap**gangster rap**hip hop**pop rap**rap**southern hip hop**trap,Gucci Mane,9/24/18
0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,343099,4,38,melodic rap**philly rap**rap**trap,Lil Uzi Vert,9/24/18
0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,45,pop**pop r&b,Khalid,9/24/18
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,47,emo rap**lgbtq+ hip hop,Lil Peep,9/24/18
0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4,76,alternative r&b**atl hip hop**hip hop**melodic rap**pop rap**r&b**rap**trap,6LACK,9/24/18
0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4,96,melodic rap**pop rap**rap**trap**vapor trap,Flipp Dinero,9/24/18
0.629,0.464,4,-8.72,1,0.0334,0.75,0.0,0.0853,0.523,156.051,195053,4,97,black americana**contemporary country**country pop,Jimmie Allen,9/24/18
0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4,100,melodic rap**rap**rap conscient**trap**vapor trap,Lil Mosey,9/24/18
0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172,4,47,hip hop**pop rap**rap**southern hip hop**trap,French Montana,10/1/18
0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,220850,4,64,canadian pop**candy pop**dance pop**pop**post-teen pop,Avril Lavigne,10/1/18
0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4,74,dance pop**edm**electropop**pop**pop dance**tropical house,The Chainsmokers,10/1/18
0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,190466,4,92,upstate ny rap,Pardison Fontaine,10/1/18
0.565,0.855,5,-4.189,1,0.0557,0.0445,0.0,0.32,0.852,74.98,208893,4,96,contemporary country**country**texas country,Maren Morris,10/1/18
0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4,8,k-pop**k-pop boy group,BTS,4/23/19
0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,28,melodic rap**philly rap**rap**trap,Lil Uzi Vert,4/23/19
0.448,0.871,7,-4.911,1,0.0349,0.00182,1.72e-05,0.0832,0.404,156.049,274615,4,66,alternative metal**groove metal**nu metal,Five Finger Death Punch,4/23/19
0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4,68,dance pop**edm**pop**pop dance,Avicii,4/23/19
0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4,76,melodic rap**philly rap**rap**trap,Lil Uzi Vert,4/23/19
0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186119,4,81,contemporary country**country**country road**heartland rock**modern country rock**texas country,Eli Young Band,4/23/19
0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766,226321,4,95,k-pop**k-pop boy group,BTS,4/23/19
0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4,96,modern rock,Panic! At The Disco,4/23/19
0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,281500,4,17,comedy rap**pop rap**rap,Lil Dicky,4/30/19
0.71,0.842,6,-5.424,0,0.0944,0.0686,0.0,0.337,0.435,102.994,240777,4,75,dance pop**pop**r&b,Beyonce,4/30/19
0.532,0.704,5,-3.895,0,0.26,0.093,0.0,0.184,0.591,96.004,186344,4,90,hip hop**pop rap**rap**southern hip hop**trap,French Montana,4/30/19
0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,211720,4,93,contemporary country**country**country road**modern country rock,Brett Eldredge,4/30/19
0.894,0.511,2,-4.768,1,0.421,0.0251,0.0,0.14,0.567,120.077,176632,4,96,memphis hip hop,NLE Choppa,4/30/19
0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,285107,3,100,pop,Taylor Swift,4/30/19
0.906,0.545,11,-4.977,0,0.344,0.181,0.0,0.091,0.543,139.932,186827,4,67,gangster rap**hip hop**pop rap**rap**southern hip hop**trap**underground hip hop,ScHoolboy Q,5/7/19
0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,4,69,latin**puerto rican pop**reggaeton**trap latino,Ozuna,5/7/19
0.958,0.597,9,-7.092,0,0.111,0.0457,0.0,0.138,0.619,127.931,180453,4,85,gangster rap**hip hop**pop rap**rap**southern hip hop**trap**underground hip hop,ScHoolboy Q,5/7/19
0.81,0.625,11,-3.593,0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,137448,4,90,brostep**edm**pop**pop dance**progressive electro house,Marshmello,5/7/19
0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913,211267,4,92,pop**r&b**rap,SZA,5/7/19
0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4,94,contemporary country**country**country road,Luke Bryan,5/7/19
0.368,0.321,3,-5.904,1,0.0272,0.769,0.0,0.135,0.0673,139.001,188120,4,96,dance pop**pop,P!nk,5/7/19
0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4,2,canadian pop**dance pop**pop**viral pop,Shawn Mendes,5/14/19
0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,245387,4,5,conscious hip hop**dmv rap**hip hop**pop rap**rap,Logic,5/14/19
0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4,50,dance pop**escape room**minnesota hip hop**pop**trap queen,Lizzo,5/14/19
0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4,68,contemporary country**country,Luke Combs,5/14/19
0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,299227,4,71,cali rap**gangster rap**hip hop**pop rap**rap**southern hip hop**trap,YG,5/14/19
0.75,0.567,0,-6.4,1,0.48,0.137,0.0,0.109,0.398,151.895,151574,4,91,melodic rap**pop rap**r&b**rap**trap**vapor trap,PnB Rock,5/14/19
0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4,98,dance pop**electropop**pop,Bazzi,5/14/19
0.688,0.656,4,-5.541,0,0.276,0.218,0.0,0.115,0.365,160.414,157657,4,99,melodic rap**rap**trap,Roddy Ricch,5/14/19
0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,2,pop**uk pop,Ed Sheeran,5/21/19
0.485,0.389,0,-10.765,1,0.298,0.799,0.0,0.146,0.391,93.175,209933,4,51,alternative r&b**dance pop**pop**pop rap**r&b**urban contemporary,Jhene Aiko,5/21/19
0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,266087,4,73,latin**latin hip hop**latin pop**reggaeton**reggaeton flow**trap latino,Lunay,5/21/19
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,85,pop**uk pop,Lewis Capaldi,5/21/19
0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,95,latin**latin hip hop**reggaeton**trap latino,Nicky Jam,5/21/19
0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4,100,dance pop**escape room**minnesota hip hop**pop**trap queen,Lizzo,5/21/19
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,13,hip hop**rap,"Tyler, The Creator",5/28/19
0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,4,15,dance pop**electropop**etherpop**indie poptimism**pop,Halsey,5/28/19
0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625,4,19,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.351,0.956,7,-1.996,1,0.245,0.0949,0.0,0.226,0.446,83.655,176875,4,21,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.639,0.859,9,-2.758,0,0.147,0.135,0.0,0.129,0.566,93.132,221379,4,43,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.479,0.63,7,-5.628,0,0.133,0.0314,0.0,0.073,0.227,117.988,275276,5,44,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.826,0.579,8,-8.241,0,0.0801,0.00881,0.0,0.129,0.431,121.075,212013,4,51,hip hop**rap,"Tyler, The Creator",5/28/19
0.362,0.714,9,-3.07,0,0.0835,0.269,0.0,0.21,0.309,67.4,206499,4,52,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.614,0.685,10,-3.684,1,0.147,0.0133,0.0,0.313,0.61,94.9,255102,4,57,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,177227,4,65,hip hop**rap,"Tyler, The Creator",5/28/19
0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693,4,67,hip hop**rap,"Tyler, The Creator",5/28/19
0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,4,70,hip hop**rap,"Tyler, The Creator",5/28/19
0.417,0.689,2,-8.302,0,0.178,0.575,0.0,0.496,0.505,79.568,210253,4,74,hip hop**rap,"Tyler, The Creator",5/28/19
0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,205627,4,85,hip hop**rap,"Tyler, The Creator",5/28/19
